id	textes	classes
965	Impressionnant!! Ce réalisateur est incroyable!!! J'avais déjà vu ses autres films tous aussi beaux et intelligents mais là ça dépasse tout!!! A voir d'urgence pour les amateurs de grand cinéma!!!	1
966	Ce film est le plus gênant que j'ai eu à regarder, ce n'est pas seulement qu 'il soit mauvais ou qu'il présente des scènes chaudes, mais qu'on ait l'impression que çà été écrit par une ado de 16 ans et que l'on doit prendre cela au sérieux. C'est impossible, cela été tellement niais et improbable que l'on ne peut prendre ce film que comme un nanar. Car oui ce film est un nanar, et je m’étonne que nanar land n'en ait pas une critique tant il s'y prêtait. Quand au spectatrices qui gloussaient pendant tous le film, je suis à la fois consterné et ravis. On a les films qu'on mérite. Il y a dix ans un magnifique film sortait quasiment sur le même sujet et était l'une des plus belle histoire d'amour qu'il m'ait été donné de voir et malheureusement ce film est passé inaperçu, il s'agissait de la secrétaire de Steven Shainberg sorti en 2002 avec Maggie Gyllenhaal et James Spader qui ironie de l'histoire jouer lui aussi un monsieur Grey.	0
967	"Pathétique. Absolument pathétique. Dès les premières images on sait qu'on s'est fait avoir tant l'image est immonde, digne d'un portable bas-de-gamme. Ensuite tout se confirme: Scénario complètement idiot, mal écrit, aux dialogues sans intérêt, acteurs nuls (et la VF absolument atroooce, n'arrange pas leurs cas), méchants ridicules, action au rabais, fin inepte... Qu'en est-il des séquences ""spectaculaires"" qu'on est venus chercher, à défaut d'une bonne histoire ? Quelques passages de parkour assez sympa, quelques acrobaties amusantes perdues dans un fatras de n'importe quoi et d'action poussive et finalement peu présente pour un film de ce type. La mise en scène n'est pas si mal, et le montage relativement habile par moments; mais cela ne parvient pas à combler le manque cruel de talent général. Assez consternant dans l'ensemble à part quelques rares moments. Voilà. Vous trouverez facilement mieux pour vous occuper. Même avec un nanar..."	0
968	"Énorme déception, en ce qui me concerne. Un film lénifiant, des dialogues grandiloquents prononcés par des acteurs plats et ne dégageant aucun charisme... Et surtout un ""Baron Rouge"" trop jeune, trop propre, trop idéalisé. C'est Harry Potter à Verdun ... Des scènes aberrantes (je pense notamment à la scène des tranchées, ou tous les soldats se font descendre en masse, pour que l'on voit ensuite les officiers prendre le thé dans un petit salon enterré, avec un joli pot de fleurs sur un napperon brodé nickel et fraîchement repassé ... Non, vraiment, pourtant les allemands savent faire d'excellents films de guerre, je pense notamment à l'excellent Das Boot, tellement au dessus à tous les niveaux - bien que ni l'époque, ni le cadre ne soient similaires."	0
969	ah, ah ,ah ce que cc drole ce petit film. Bon voilà la messe est dîte c du trés bon film d'horreur croyez en mon expérience, ahaaha, oui bon voilà il en faut pour tous les goûts et que des beaux mecs qui se font dézinguer pendant que ca se pelotte, c pas désagréable qu'on soit gay bi queer ou sartrien, mais ca se prend pas la tête, donc c formidable au vu des blockbuster d'horreur prétentieux qui se sorte les doigts en vain. Celui-là se mange sans fin voilà. En tout cas pour une soirée entre potes (femelles ou males) c tré tré honorable quoi, et puis bon c sacrément jouissif (pour un foi que les acteurs sont plus mignons que les filles dans un film) et peut être révolutionnaire.	1
970	Un film d'animation sans saveur, où une animation abominable et une bande originale mollassonne tentent de fonctionner ensemble... en vain. Ni le scénario, ni le doublage ne parvient à sauver Joseph, le Roi des Rêves du désastre.	0
971	Un ébéniste, dont la petite entreprise subit des difficultés financières, se lance dans des petits hold-ups avec une parfaite inconscience... Depardieu en paysan-braqueur, on a vu mieux. Marlène Jobert en naïve inconsistante, on est moins étonné. Le résultat est bien décevant: le récit hésite entre l'aventure improbable et l'histoire d'amour noyée dans le mélo inconsistant. Pas crédible une seule seconde.	0
972	Un ouvrier sauve la vie d'un puissant membre des yakuzas lors d'une fusillade. Rapidement, ce dernier va prendre sous son aile l'homme qui lui a sauvé la vie. Mais qui est-il réellement ? Est-il vraiment ce qu'il prêtant être ? Même si le scénario montre vite ses limites et qu'il se révèle sans surprises, on apprécie le rythme soutenu du film. C'est avec plaisir et curiosité que l'on découvre les débuts de Viggo Mortensen, lorsqu'il n'était pas encore célèbre (sa notoriété ayant grandement montée en flèche depuis Le seigneur des anneaux). Une bonne série B, dépourvu de réels rebondissements, mais efficace.	1
973	Je suis partagé sur ce film qui aurait pu être une bonne comédie . Les interprétations de Binoche, Cotin et surtout de Lambert sont caricaturales, ils en font trop, même si les interprétations sont réussies. Cette comédie ne décolle pas, on sourit de temps à autre, le scénario est en pointillés, et on s'ennuie le reste du temps.	0
974	Un 3ème épisode très sympa mais pas au niveaux des deux premiers, mais sa passe encore. On retrouve avec grand plaisir nos héros préférer telle que fiona , shrek , le chat poté et l'âne. Ce 3ème épisode contient toujours de l'humour avec son lot de scènes cocasse et de répliques hilarantes . La saga continue de parodier les contes de notre enfance en égratignant cette fois ci la légende d'Arthur avec l'arrivée de nouveau personnage telle que merlin l'enchanteur ou Arthur. On passe un bon moment. 16/20	1
975	Le scénario du film est assez bien car il est différent des autres films de zombies mais est très mal utilisé. Les effets spéciaux sont déplorables pour un film datant de 2006. Le réalisme ne fait pas vibrer et ne surprend pas. Les acteurs sont mous et les dialogues sont d'une singularité épouvantable. Pour les adorateurs de film d'horreur, ce film est a bannir de votre répertoire.	0
976	Un bijou.	1
977	Judas Kiss (1999) est un polar d’une simplicité désarmante, où il ne se passe pas grand chose (sauf à la fin). Le scénario risible et mince n’offre rien de particulier au film, son seul avantage étant le casting où l’on retrouve Emma Thompson & Alan Rickman. Mais pour le reste, ce n’est qu’ennui et attente, dans l’espoir qu’il y est un retournement de situation digne de ce nom, mais pour cela, il faudra voir ailleurs !	0
978	Le film démarre très mal quand déjà les auteurs confondent sex addict avec woman addict, love addict ou tout simplement érotomane. Bref, le personnage joué par Kev Adams n'est certainement pas un amoureux des femmes mais juste un dragueur invétéré. Un minimum de vraisemblance aurait été judicieux, aussi bien sur le taux de réussite du tombeur que sur la caricature choisit par Kev Adams auquel on croit peu puisqu'il agit toujours et encore comme un ado à la gueule de clown.Rien d'exceptionnel donc, un film qui surnage tout juste et qui aurait simplement mérité plus d'audace et plus d'ambition que de poser une nouvelle pierre au piedestal de Kev Adams. Site : Selenie	0
979	Devant la camera de Tom Vaughan, le duo d'acteurs Fraser/Ford est sensationnel. Dans ce drame adapté d'une véritable histoire, l'émotion est omniprésente et l'intérêt du scénario tient en haleine jusqu'à la fin. Un très bon et beau film.	1
980	Il y a dans Ida une volonté de formalisme à outrance profondément désagréable. le réalisateur Pawel Pawlikowski multiplie les effets de style : format carré (1,37:1 exactement), photographie en noir et blanc, éclairages très travaillé, succession de plans rigoureusement fixes d'une quinzaine de secondes (la caméra ne bouge pas une seule fois pendant le film). Les effets de styles se multiplient, jusqu'à devenir une signature perpétuelle qui mange tout le cadre, puis toute l'histoire, et enfin toutes les émotions. Cette manie de ne jamais cadrer les personnages au milieu de l'écran, mais toujours décentrés, et le plus souvent vers le bas, devient une afféterie un peu précieuse et disons-le, ridicule, lorsqu'elle conduit à couper les visages en deux. Tout est tellement fait pour paraître joli (les intérieurs, les paysages, le soleil, la musique) que le film dans son ensemble paraît vain et comme engoncé dans sa propre de carapace de naphtaline. Rien d'étonnant alors que Ida tourne à l'exercice de style, et donne l'impression fâcheuse de survoler des sujets pourtant essentiels : le massacre des juifs par la population polonaise elle-même lors de la seconde guerre mondiale, la vocation religieuse, la tentation de vivre sa vie d'être humain avant de se confier à Dieu.... ... la suite ici :	0
981	"N'est pas réalisateur qui veut ! Ce film est un prétexte à Axelle Lafont pour pouvoir faire joujou avec un jeune garçon au physique avantageux dans des scènes de sexe que l'on peut bien évidemment se passer et qui n'apporte rien au film. Essayons de nous rattraper sur le rythme du film ? - Non plus, c'est à mourir d'ennuie , et certaines scènes frisent avec le malaise tellement elles sont plates et mal montées ( Malaise TV ). Le film se veut moderne mais ne véhicule que des clichés sur les sexes, les âges et sur l'histoire qui elle même est trop cliché. Mention particulière pour Virginie Ledoyen qui essaye de nous faire du François Cluzet dans ""un moment d'égarement"" en reprenant la ""fille relou"", qui a ses sautes d'humeur et ses hystéries d'un coup, c'est malaisant de la voir jouer Aussi mal que ça. Quand je vois les 5* , je me dis que nous n'avons pas vu le même film, chacun ses goûts, en revanche je vous déconseille d'aller voir ce film afin de vous éviter de perdre du temps et de l'argent. Si vous avez l'illimité et que vous êtes courageux, allez y et essayer de tenir le plus longtemps possible mais cet exercice requiert du courage et l'expérience. J'espère que ce premier film d'Axelle Lafont sera son dernier tant il pollue le paysage cinématographique français."	0
982	Une adolescente douée pour chanter participe à un radio-crochet afin de devenir une pop star. C’est tout simple et pourtant c’est charmant et émouvant. Elle Fanning trouve encore ici un rôle époustouflant et elle relève brillamment le défi.	1
983	"tout est dans le titre c 'est entre un film amateur et vidéo gag. comment ont ils pu avoir un budget pour faire çà ??? je pense que les ""acteurs ""puisqu'ils faut bien les appeler comme çà ont du faire cette bouse pour rendre service un vendredi après midi avant de partir en weekend tellement c 'est mal joué ou plutôt ""robotiquement joué . ça pourrait être caricatural mais l 'ensemble ( et quand je dis l 'ensemble c 'est vraiment l 'ensemble ) est d 'une tel nullité qu'ils ne méritent même pas cet adjectif bref passez votre chemin même si vous n 'avez rien à faire ça ne sera pas pire qu' être devant un programme de TV réalité"	0
984	Certes, ce n'est pas toujours très subtile mais on ne se marre bien. Et le duo paul hogan - cuba gooding jr marche bien. Bref, c'est un bon divertissement.	1
985	Un film peu original : l'idée de filmer absolument tout le long-métrage en caméra subjective était peut-être une bonne idée au départ, mais cela devient désagréable à force. Le film est ennuyeux : peu d'action, une fin prévisible, un jeu d'acteur moyen etun schwartzy qui n'apparaît presque pas à l'écran. Non, décidément, même pour un premier long-métrage c'est un navet... Épargnez-vous 1h30 d'ennui et regardez autre chose.	0
986	"""La Part des Anges"" avec un titre si évocateur, est une magnifique leçon de vie... À la fois drôle, tendre, touchant, émouvant et en même temps d'une grande vérité, ce film nous atteint au plus profond ! Encore une fois, mais ici avec bien plus de force, le fabuleux et passionnant phénomène de résilience est formidablement bien observé à travers la rencontre de Robby et son éducateur Harry, tous deux parfaits ! On se prend en effet de sympathie pour ce jeune papa englué dans une vie bien compliquée où toute issue semble vaine ainsi que pour cette bande de pieds nickelés, condamnés aux travaux d'intérêt général qui accompagne Robby ! Chacun joue son personnage avec une grande conviction jusqu'au farfelu Albert vraiment détonnant ! Un très beau film qui mérite amplement une séance qui sera en plus une véritable leçon de chose sur le whisky ce qui ne gâte rien !"	1
987	J'ai vraiment beaucoup aimé ce film parce qu'il va vraiment en profondeur (c'est le cas de le dire !), en effet j'ai énormément apprécié la justesse des dialogues et la complétude des personnages ainsi que leur complexité qui les inscrit dans une réalité plus que nombre d'autres personnages ! Un film à voir !!	1
988	Le film est très prenant plein de rebondissements On s attaché vite au personnage principal même si on voudrais pas que ça ce passe comme ça. C est très intrigant comme film et au finale on espère faire mieux. Mais le jeux d acteur est incroyable. Je félicite les deux acteur principal. Et le senario peut être dure à comprendre et suivre le fil rouge mais pour moi il est claire et l insertitude sur certaine point donné place à l imagination.	1
989	basé sur un sujet des plus sérieux et pourtant trop méconnu, on aurait pu espérer quelque chose de ce film; enfin au moins autre chose que ce film... le rythme est soutenue, aucune place n'est laissée a la réflexion, on pourrait presque se croire devant une comédie si les dialogues les acteurs ou les situations étaient drôles! (sans compter le contexte social venant plomber l’ensemble). bref un ratage... Booder et L.Astier laissent pourtant penser que de trop rares scènes auraient pu être drôles dans un meilleur film.	0
990	"""Contes d'outre-tombe"" est une adaptation des Contes de la Crypte, distrayante et sympathique du moment qu'on ne prenne pas ce film au sérieux."	0
991	une réalisation classieuse et élégante, une bonne dose de gore, et une histoire forte plus que bien racontée. ajoutez des moments quasi hypnotiques comme seul argento sait les faire. malheureusement l'interprétation de sa fille est inégale, mais malgré cela le film est bien au dessus du reste des films d'horreur récent (mise a part le chef d'oeuvre diptyque hostel, bien sur).	1
992	"Première oeuvre d'Isao Takahata, cet ""Horus, prince du soleil"" est, soyons honnête, loin d'être une réussite. Compte tenu de l'époque, l'animation est jolie et soignée mais on ne peut en dire autant de l'histoire. Le scénario est rempli à craquer de clichés, de phrases toutes faites , de niaiseries et autres passages ridicules qui plairont peut être plus à des enfants peu exigeants. Un manque de maturité et une écriture négligée font d' ""Horus, prince du soleil"" un film d'animation peu recommandable pour des personnes de plus de huit ans."	0
993	"Très étrange film que voici. Ni bon. Ni mauvais. Assez compliqué à appréhender. Porté par une histoire tout de même assez confuse, basée sur cette relation assez ambiguë. Où l'on ne sait jamais si c'est juste charnel ou s'il y a quelque sentiment en-dessous. Sans oublier un tandem improbable formé par Sophie Marceau et Jacques Dutronc. Eux aussi sont étranges. On ne sait jamais qui ils sont. On ne sait jamais ce qu'ils ont dans la tête. Marceau y trouve là son premier rôle complexe depuis ""Descente aux enfers"" et s'en sort honorablement. Même si elle sonne faux lorsqu'il faut jouer l'hystérie. Quant à Dutronc, difficile de savoir quoi en penser. Drôle de film. Ni passionnant, ni ennuyeux."	0
994	Dernièrement j'ai eu envie de redécouvrir « Le salaire de la peur ». Je me souvenais l'avoir vu tout gosse et avoir été très marqué par ce film d'aventure pour le moins explosif. Bien sûr, j'étais conscient qu'il aurait sans doute beaucoup vieilli, plus de 60 ans après sa sortie ! Tant pis, je me lance et la première demi-heure confirme mes craintes. C'est un peu long et on peine à rentrer dans l'histoire jusqu'au moment où les 4 protagonistes entrent dans leur camion et là... La magie opère, la tension monte rapidement et ne cesse qu'avec le mot FIN. Ce monument d'angoisse qui a donné le ton à tous les films de suspense qui ont suivi a bien prit des rides mais il n'en est que plus beau. On tremble avec les deux équipages dans ces paysages moites et oppressants. La scène culte dans la mare de pétrole restera sans doute comme une des plus angoissantes jamais tournée. Les acteurs sont incroyables de talent et de justesse et participent largement à la réussite de l'ensemble. Au final, la palme d'or 1953 à vraiment de beaux restes, les amateurs de films à haute tension devraient se rapprocher du rayon « grands classiques » de leur vidéothèque préférée.	1
995	Ce western spaghetti ressemble plus à un médiocre western américain qu'à un western spaghetti. Le film commence bien mal avec une scène d'un ridicule achevé. Le scénario est à la fois simpliste, peu cohérent et mal écrit, Giuliano Gemma, en plus de mal jouer figure un homme exemplaire sans aucun défaut et qui se relève de ses blessures avec une facilité déconcertante. La mise en scène est souvent approximative, les hommes abattus se croient obligés de faire des galipettes avant de tomber. Bref tout ça n'a rien d'original ni de palpitant pourtant ça se regarde sans ennui, ça doit être ça le miracle du cinéma	0
996	qu'est ce que c'est bien joué, beau, et triste... un vrai bouleversement!	1
997	"Doté d'un des titres les plus sarcastiques qui soit, ""La Dolce Vita"" ne cesse d'emerveiller plus de quarante ans après sa sortie. En partant de l'étude d'un microcosme, Fellini dévoile certaines des plaies incurables qui sont celles de la condition humaine. Le film joue ainsi de parralléllismes constants, au niveau stylistique et symbolique, et cela sans tomber dans de simples oppositions. Bien plus, Fellini montre comme indissociables des éléments qui semblent s'exclure. Au vertige insouciant et hédoniste que choisit Marcello, derrière lequel se cachent l'absence de sens et l'amertume qui en découle, répondent les figures de l'amour emprisonnant d'Emma, de celui désespérée de Steiner et de l'amour absent du père. Et, quand à la fin, Marcello voit réapparaître une figure simple et belle, le vacarme qui l'entoure ne lui permet plus d'en entendre la voix."	1
998	Un super film! N'hésitez pas à y aller. Drôle, touchant, avec de belles valeurs. Le tout tiré d'une belle histoire vraie. Ahmed Sylla pour son premier rôle est excellent, les plans d'images magnifiques. Et le tout a été tourné dans de réelles conditions, chapeau à l'équipe de réal pour cet exploit!	1
999	Ce n'est pas mon genre de film, mais j'apprécie les émotions proposées. Nous nous attachons au personnage qui se bat de façon digne et pourtant pas parfait dans ses actes. A voir.	1
1000	"A part le casting de stars je ne vois pas ce qu'il y a retenir de ce film un script ininteressant des histoires parraleles inutiles comme si on avait d'abord choisi les acteurs puis imaginé des (mauvaises) histoires après. Bref on apprend rien sur ""bobby"" kennedy dans ce film dont c'esr quand meme le titre ! Un comble. Pas divertissant, pas interessant, long a eviter"	0
1001	"Une des plus grosses daubes qu'il m'ait été donné de voir. On pourrait résumer le film par cette simple phrase : ""Les Russes, ils sont très très méchants et les Américains très très gentils."" Ce chef d’œuvre de la nullité fait dans invraisemblable du début à la fin, le meilleur étant quand même le fait qu'une bande de jeunes débiles n'ayant jamais tenu d'armes réussissent à tenir en échec l'Armée rouge sans aucun problème. Bien entendu, comme dans tout ""bon"" film américain, il y a des larmes, des sacrifices et des remords. Ces émotions sont bien évidemment très mal interprétées à l'écran par les acteurs misérables qui jouent dans ce navet. Bref, regardez-le si vous voulez vous imprégner de la propagande ultraconservatrice reaganienne qui pullule dans ce film. Sinon, vous ne ratez rien."	0
1002	"""Le témoin du mal"" (1997) est un thriller fantastique, dans lequel on trouve trop de fantastique et pas assez de thriller... La révélation survient beaucoup trop tôt, et le twist final laisse à désirer. Trop de scènes répétitives, lorsque les personnages ""jouent à chat"", notamment. Denzel Washington fait ce qu'il peut, mais le scénario est trop mince et assez bancal."	0
1003	Fabrice Eboué, excellent humoriste de son état, persiste dans la comédie après ses deux premiers longs aux succès très en demi teinte et pour le coup il a bien fait de ne pas baisser les bras. Suite à ses débuts au ciné d'une part, de la bande annonce d'autre part et enfin du thème annoncé, je ne m'attendais certainement pas à une bonne surprise, et pourtant ... Plutôt emballé par les premières minutes, je me suis surpris par la suite à rire de bon coeur devant l'irrévérence de Eboué, il ne recule devant rien et surtout ne tombe jamais dans la facilité de la démagogie, tout le monde en prend pour son grade ici mais sans jamais choquer, ou si peu ... L'écriture est franchement assez finaude et les interprétations sont surprenantes, je pense notamment à Audrey Lamy et Ramzy dont on n'attend pas forcément grand chose de base et qui assurent carrément ici. Le reste du casting est très bon aussi avec un Jonathan Cohen survolté et un Guillaume de Tonquédec drôlatique. Eboué se joue des conventions tout en restant bon enfant et le moins que l'on puisse dire c'est que l'on rit de bon coeur ! Le moment est très agréable, ça passe relativement vite et en ces temps difficiles, ça fait franchement du bien au moral ! A noter également un B.O. étonnante et de qualité, du tout bon en somme.	1
1004	Premier film de la trilogie du sabreur manchot, ce film fait partie des excellentes réalisations de Chang Cheh, l'un des meilleurs cinéastes de la Shaw Brothers, dans les années 60-70-80. Metteur en scène prolifique, il a choisi des acteurs connus dans le monde du kung-fu. D'abord, Jimmy Wang Yu (Fang Kang), qui a imposé un style de justicier implacable dans le cinéma hongkongais. Ensuite, Tien Feng, le maître qui adopte Fang Kang et qu'on retrouve dans de nombreuses productions de l'époque, dans des rôles de méchants ou de dirigeant d'école d'arts martiaux. On retrouve aussi d'autres acteurs qui auront leur heure de gloire ultérieurement tels Lau Kar Leung, d'ailleurs chorégraphe du film, ou bien Fan Mei Sheng, le spécialiste des rôles un peu fous ou de brutes violentes. One-armed Swordsman est à mettre au panthéon des films du genre où Jimmy Wang Yu fait preuve d'un courage et d'une détermination exceptionnelle. Les combats manquent de réalisme et sont trop escamotés.	1
1005	Un magnifique drame sombre, violent, froid, fataliste, irrévocable. Une mise en scène parfaite, véritable leçon de cinema qui offre la part belle à ses personnages typiques mais si attrayants. Peu surprenant le long métrage de Gray subjugue son spectateur avec une facilité déconcertante. Lancinant et irréversible, les éléments s'enchaînent calmement jusqu'à un final inévitable. Du grand art https://www.facebook.com/La-7eme-critique-393816544123997/	1
1006	Au début j'ai eu du mal avec un graphisme qui peut paraitre fade, une fois une bonne quinzaine de minutes grosso modo, on s'y habitue puisque notamment les décors etc, prend de l'ampleur et plus de couleurs jusqu'à la fin. Quand on à la connaissance de la filmo de Michel ocelot, Azur et Asmar est une fois de plus sur une cible parole limite enfantine et malgré tout le charme côtoie même les oreilles d'un adulte, malheureusement voilà qu'un azur de lourdeur scénaristique se pointe sur la totalité des vingt dernières minutes. Dommage, à voir quand même pour des passages génial et entrainant avec la petite princesse et un personnage du nom de Crapoux pour le ton de l'humour.	0
1007	On aime Romane Borhinger. On aime le couple foutraque qu'elle forme avec Philippe. On aime leur relation qui a du mal à se défaire. On aime leur idée de « sépartement ». On vibre avec eux, leurs fantasmes, leurs joies, leurs engueulades. L'Amour flou est un film sur le divorce... qui donne une vraie pêche. Une comédie vibrante et vivante. Un antidépresseur ludique.	1
1008	Ce film est comment dire? Ah oui voilà, mauvais! C'est nul, un vrai nanare! On pourrait croire qu'il y a une moral à la fin de l'histoire (pitoyable) mais rien. Vraiment si vous ne le regarder pas, vous ne rater rien puis qu'il n'as aucun intérêt. La seule chose qui peut être bien c'est vous êtes un ado puceaux, c'est qu'on voit Amber Heard dans toutes les positions possible ...	0
1009	Ce X files au grand écran ne m'a pas enjolivais . ici j'aurais aimais une théorie du paranormal voire avec des Ovnis mais ce n'est pas le cas c'est plutôt un thriller avec deux agents reconvertis chaqu'un dans leur monde et qui décident de résoudre une affaire... Sa commence lentement et il faut attendre presque une heure pour avoir quelque chose d’intéressant avec un peu d'action a se mettre sous la dent... le film durant a peine 1h30 , a la fin on est plus que déçus.. Les évènements sont prévisible et le voyant prêtre n'est pas le seul a voir l'avenir car nous a vrai dire on devine facilement ce qui vas se passer.. Un film de série B pour ma part avec une ambiance plus policière qu'autre chose.. Aucun sens du mystère rien de tout cela... Ce film n'égale pas la série.. • Actions / Effets Spéciaux: 1.5 / 10 • Scénario : 1/10 • Crédibilité des Acteurs: 2 /10 • Bluraythèque: Non	0
1010	Déçu : depuis le temps que je voulais voir ce film, je suis resté sur ma faim : l'histoire est simplette ( ok, c'est du 70' ), pas de dialogues ( juste des grognements ), je m'ennuie ferme durant le film, il y a juste les actrices qui m'empêchent de m'endormir...	0
1011	Regardez le au moins pour les cinq dernières minutes on se plie de rire! (mais ne regardez que ces cinq minutes là je dégage ma responsabilité au dela :)).	0
1012	Entre fiction et documentaire. La violence et la colère pure sans artifice. Contraste avec l'amour de Camille pour la Centrafrique. Interprété avec pudeur et profondeur. A voir absolument.	1
1013	"Et voila l'épisode que tout le monde attendait avec impatiente et qui clôt cette formidable saga et on peut dire que pour le coup, il le fait avec brio ! Toujours réalisé par David Yates qui se surpasse et qui excelle pour ce film, il nous montre un scénario en béton qui regorge de surprises et qui mélange encore là beaucoup de genres comme par exemple, l'action, la tristesse, le sérieux et le tout saupoudré d'un d'humour très fin et qui est surtout très bien rythmé car on ne voit pas les deux heures de film passer tellement on reste captivé dans ce fantastique univers que nous à créé l'excellente J.K. Rowling. Du coté des personnages, ils sont toujours très bien mis en scène, on s'attache beaucoup à eux, tous autant qu'ils sont,on retrouve avec grand plaisir Neville et on se prend d'affection pour Rogue bien que j'aimais déjà beaucoup ce personnage avantet la fin est d'ailleurs très bien faite par rapport à tout ça. Au niveau des acteurs, ils font comme le réalisateur, ils se surpassent pour leur dernière aventure passé ensemble et ils nous offrent un très beau spectacle qui déborde de magie et c'est intéressant de comparer leurs performances au premier épisode de la saga car on voit qu'ils ont beaucoup gagné dans leur jeu et dans leur façon d'incarner leur personnages.""Harry Potter et les Reliques de la Mort - Partie 2"" est donc à mes yeux un chef d’œuvre car il a un petit quelque chose en plus que les autres, surement parce-que c'est le dernier et qu'on ne verra pas les aventures du célèbre sorcier à l’écran pendant un bon moment (je dit pendant un bon moment car j'espère que Rowling nous écrira un livre sur ce qui s'est passé pendant ce trou de 19 ans). Un film à voir donc absolument !"	1
1014	On évitera de mettre ce surplus d'idioties devant les yeux des plus jeunes, de peur de les ennuyer et de leur donner à voir des gags désolants. Le chat qui tire avec la mitraillette de balles sur fond de voix-off qui est pénible, en ayant surtout l'air de vouloir s'échapper du film tellement il s'ennuie lui-même (sa queue fouette sans arrêt, marque que le chat ne se plaît pas et est stressé... Déjà un grand bravo aux américains d'avoir forcé le chat-star à jouer les scènes... Bye-bye bien-être animal). On retiendra une ou deux minutes à peu près agréables grâce au thème de Noël et à quelques musiques potables, mais c'en sera tout pour le plaisir. Grumpy Cat, l'icône qui a fait rire les jeunes fans de la popculture avec son faciès sur les mugs, les T-Shirts et autres goodies, a maintenant son propre film, et on le regrette amèrement : l'intrigue est niaise et d'une banalité incroyable, le méchant était démasqué dès le début (le rebondissement est complètement plat), les gags sont consternants et les acteurs se donnent en spectacle...de kermesse. Pauvre chat.	0
1015	"Dans la catégorie cartoon débile,chiant,ridicule,grotesque et j'en passe:SPEED RACER en tête.Recette pour 1 nanar:prenez des acteurs qui se sentent invéstie ""a fond"" dans leurs rôles.si,si.1 peu trop d'ailleur.soupoudrez le tout d'1 pseudo drame familial a crever de rire tellement c du déja vu,assézonez le tout d'1 chimpanzé grotesque,de musiques bidon,d'1 gamin gras du bide repoussant,d'1 style totalement raté point de vue artistique,des scènes de combats a faire palir Chuck norris et surtout,des courses multicolore a en foutre la migraine et a dégouter 1 wagon de boîte de quality street.On a l'impression d'assister a une course de bagnolles majorette dans le tambour d'1 machine a laver (voir l'affiche)ET surtout:Emile Hirsh,Susan Sarandon,John Goodman:GET OUT.Ce film fu 1 bide monumental,pas étonant,ca vous aprendra a vous fout de not geul les frères Wackowsmachin.Je ne le répetrait jamais asser,mais les films familliaux:ça crin,Surtout Speed et son drame famillial de merde."	0
1016	Unthinkable est le genre de pseudo film créé dans le but de mettre en avant la fragilité d'une politique anti-terroriste plus que border line entreprise par les américains, avec notamment le non respect de la convention de Genève en cas de menace terroriste directe. Bref, venons en au contenu du film, tout d'abord une version Française complétement ridicule, venant mettre en avant les piètres prestations de Jackson et de Moss, un scénario bateau, avec des rebondissements abominables. Tout ça pourquoi me direz-vous ? Et bien pour terminer sur...ah zut, rien du tout ! Alors certes si vous souhaitez regarder les atrocités dont sont capable un gouvernement et un courant sectaire pour parvenir à leur fin Unthinkable devrait vous plaire, sinon essayez plutôt les documentaires.	0
1017	Je m'attendais à 3 histoires bien distinctes (dans le style creepshow ou les contes de la crypte) ... Que nenni ! Les 3 histoires reposent sur une ambiance perverse, sadomasochisme et dérangeante (à ne pas mettre en toute les mains). La première histoire est plutôt pas mal car le dénouement surprend vraiment. La deuxième est à la limite du ridicule et vraiment sans intérêt. La troisième sur fond de vengeance reste regardable mais manque de profondeur. Le problème dans les 3 histoires, c'est que tout est cru et tourne autour du sexe. L'emploi de filtres colorés (rouge,bleu,jaune) dans les 3 histoires devient répétitif et vraiment pénible.	0
1018	"Premier long-métrage du tandem Valérie Mréjen/Bertrand Schefer qui nous livre avec En ville (2011), un drame sur l'adolescence où il ne se passe strictement rien. Véritable encéphalogramme plat de 75 minutes (heureusement pour nous, le film est de courte durée), on y suit les errances d'une adolescente et de sa rencontre (amoureuse) avec un photographe. Le soucis majeur du film, c'est son scénario, extrêmement vide. On peine clairement à y trouer un quelconque intérêt, les acteurs récitent leurs textes sans trop y croire où comme s'il s'agissait d'une banale récitation. Seule la prestation de la jeune Lola Creton (découverte au cinéma dans ""Un amour de jeunesse"", sorti au cinéma seulement 3 semaines avant ce film) parviendra à nous faire tenir éveillé jusqu'au bout de cet interminable déception cinématographique."	0
1019	Ne croyez pas que ce film ne s'adresse qu'aux enfants... A mon avis, il s'adresse à la fois aux plus jeunes comme aux adultes. Le message est intéressant : les animaux sauvages ne sont pas destinés à être domestiqués. Mais le plaisir est immense ! Chaque image est une pure perfection, où la nature est magnifiée. Impossible de ne pas fondre devant certaines scènes ! Il faut saluer la patience de l'équipe technique qui a du s'armer de patience pour tourner les scènes les plus intimistes entre le renard et la petite fille. Si vous aimez les animaux, ce film vous enchantera !	1
1020	"Toute personne ""bienveillante"" sur le sujet de la marijuana (consommateur ou non) devrait se procurer/regarder ce doc absolument hilarant. Les autres aussi, juste pour se rendre compte de leur absurdité (pour ne pas dire connerie)..."	1
1021	Pourquoi faire passer Bruce pour quelqu'un d aussi arrogant ,sûr de lui et provocateur???????? ce film n est pas digne de lui!	0
1022	Vraiment médiocre, le précédent était sympathique alors que j'en attendais rien. Celui-ci est cliché au possible, mal doublé, mal interprété, les effets sont laids, l'humour est pour les enfants de 5 ans. I	0
